,date,unix,open,high,low,close,volume
80,2018-05-18 02:00 PM,1526652000,8095.7,8095.8,8036.7,8074.9,6531746.84
81,2018-05-18 03:00 PM,1526655600,8074.9,8133.0,8066.2,8105.0,5094499.16
82,2018-05-18 04:00 PM,1526659200,8105.0,8157.6,8080.0,8130.0,8542485.5
83,2018-05-18 05:00 PM,1526662800,8130.0,8143.9,8093.8,8103.3,4862989.56
84,2018-05-18 06:00 PM,1526666400,8103.3,8224.0,8085.9,8209.1,10479980.91
85,2018-05-18 07:00 PM,1526670000,8209.1,8277.2,8200.3,8224.9,22630523.07
86,2018-05-18 08:00 PM,1526673600,8224.9,8250.1,8205.5,8224.2,2287274.86
87,2018-05-18 09:00 PM,1526677200,8224.2,8265.5,8222.8,8226.9,2232387.29
88,2018-05-18 10:00 PM,1526680800,8226.9,8246.9,8200.3,8214.0,1645824.8
89,2018-05-18 11:00 PM,1526684400,8214.0,8247.5,8214.0,8238.9,2765733.43
90,2018-05-19 12:00 AM,1526688000,8238.9,8255.0,8211.0,8215.0,3205020.99
91,2018-05-19 01:00 AM,1526691600,8215.0,8225.2,8164.1,8192.9,3952721.71
92,2018-05-19 02:00 AM,1526695200,8192.9,8211.6,8178.7,8200.0,1140139.1
93,2018-05-19 03:00 AM,1526698800,8200.0,8277.8,8185.86,8237.5,7996865.15
94,2018-05-19 04:00 AM,1526702400,8237.5,8270.7,8222.1,8226.4,2889095.12
95,2018-05-19 05:00 AM,1526706000,8226.4,8236.92,8216.0,8236.2,1665538.5
96,2018-05-19 06:00 AM,1526709600,8236.2,8250.0,8216.1,8216.7,1151743.0
97,2018-05-19 07:00 AM,1526713200,8216.7,8219.0,8140.2,8171.4,9742621.25
98,2018-05-19 08:00 AM,1526716800,8171.4,8210.0,8145.2,8210.0,2324514.41
99,2018-05-19 09:00 AM,1526720400,8210.0,8213.0,8185.1,8188.9,2334663.76
100,2018-05-19 10:00 AM,1526724000,8188.9,8250.0,8188.8,8238.5,2927809.75
101,2018-05-19 11:00 AM,1526727600,8238.5,8430.0,8230.2,8382.0,10054408.73
102,2018-05-19 12:00 PM,1526731200,8382.0,8401.0,8327.2,8345.2,11994488.53
103,2018-05-19 01:00 PM,1526734800,8345.2,8374.3,8283.5,8300.6,10677166.64
104,2018-05-19 02:00 PM,1526738400,8300.6,8330.1,8294.5,8302.7,2714399.46
105,2018-05-19 03:00 PM,1526742000,8302.7,8315.1,8279.0,8307.9,9219522.04
106,2018-05-19 04:00 PM,1526745600,8307.9,8315.2,8273.6,8289.8,3947596.69
107,2018-05-19 05:00 PM,1526749200,8289.8,8302.1,8271.0,8296.4,2038591.51
108,2018-05-19 06:00 PM,1526752800,8296.4,8315.4,8289.8,8289.8,1794741.6
109,2018-05-19 07:00 PM,1526756400,8289.8,8304.1,8274.4,8304.0,3154886.12
110,2018-05-19 08:00 PM,1526760000,8304.0,8310.0,8254.0,8254.0,2134195.09
111,2018-05-19 09:00 PM,1526763600,8254.0,8254.0,8189.2,8195.1,5748652.0
112,2018-05-19 10:00 PM,1526767200,8195.1,8234.0,8172.4,8215.5,2924028.64
113,2018-05-19 11:00 PM,1526770800,8215.5,8248.7,8197.2,8231.0,3827287.69
114,2018-05-20 12:00 AM,1526774400,8231.0,8231.0,8182.1,8190.6,6168063.38
115,2018-05-20 01:00 AM,1526778000,8190.6,8220.0,8171.5,8218.3,2415201.32
116,2018-05-20 02:00 AM,1526781600,8218.3,8282.04,8212.0,8281.2,3497915.46
117,2018-05-20 03:00 AM,1526785200,8281.2,8286.1,8240.2,8252.0,2793383.07
118,2018-05-20 04:00 AM,1526788800,8252.0,8265.9,8237.7,8257.0,1063847.44
119,2018-05-20 05:00 AM,1526792400,8257.0,8270.0,8241.0,8247.6,1265013.21
120,2018-05-20 06:00 AM,1526796000,8247.6,8291.0,8247.6,8247.9,2593800.38
121,2018-05-20 07:00 AM,1526799600,8247.9,8268.9,8229.7,8257.6,975383.46
122,2018-05-20 08:00 AM,1526803200,8257.6,8298.9,8255.4,8276.5,3526062.84
123,2018-05-20 09:00 AM,1526806800,8276.5,8357.5,8276.5,8342.7,8391262.5
124,2018-05-20 10:00 AM,1526810400,8342.7,8379.0,8324.9,8343.0,10551816.42
125,2018-05-20 11:00 AM,1526814000,8343.0,8346.5,8316.5,8342.7,2410417.1
126,2018-05-20 12:00 PM,1526817600,8342.7,8360.4,8290.3,8305.9,4167090.12
127,2018-05-20 01:00 PM,1526821200,8305.9,8337.5,8292.8,8319.8,2402958.29
128,2018-05-20 02:00 PM,1526824800,8319.8,8350.4,8319.8,8342.0,3281445.66
129,2018-05-20 03:00 PM,1526828400,8342.0,8374.1,8337.5,8373.2,4790161.14
130,2018-05-20 04:00 PM,1526832000,8373.2,8535.0,8373.2,8484.6,32112292.21
131,2018-05-20 05:00 PM,1526835600,8484.6,8530.1,8470.3,8517.8,8414953.43
132,2018-05-20 06:00 PM,1526839200,8517.8,8549.0,8505.8,8519.5,4331045.83
133,2018-05-20 07:00 PM,1526842800,8519.5,8520.6,8484.0,8513.1,2377630.74
134,2018-05-20 08:00 PM,1526846400,8513.1,8597.9,8506.6,8551.5,9561521.09
135,2018-05-20 09:00 PM,1526850000,8551.5,8564.8,8512.0,8524.1,3326566.88
136,2018-05-20 10:00 PM,1526853600,8524.1,8547.4,8472.9,8492.2,5055280.71
137,2018-05-20 11:00 PM,1526857200,8492.2,8525.0,8492.1,8523.6,1759777.52
138,2018-05-21 12:00 AM,1526860800,8523.6,8550.0,8465.1,8489.7,4813504.98
139,2018-05-21 01:00 AM,1526864400,8489.7,8492.0,8432.1,8460.0,2737503.35
140,2018-05-21 02:00 AM,1526868000,8460.0,8519.8,8460.0,8500.3,3864542.95
141,2018-05-21 03:00 AM,1526871600,8500.3,8515.9,8479.9,8496.7,2585601.42
142,2018-05-21 04:00 AM,1526875200,8496.7,8533.7,8489.1,8523.2,2417391.2
143,2018-05-21 05:00 AM,1526878800,8523.2,8526.2,8500.7,8509.42,2733111.0
144,2018-05-21 06:00 AM,1526882400,8509.42,8635.5,8477.57,8555.0,10199547.48
145,2018-05-21 07:00 AM,1526886000,8555.0,8644.0,8509.5,8528.1,11618582.86
146,2018-05-21 08:00 AM,1526889600,8528.1,8528.3,8480.07,8513.1,3892092.62
147,2018-05-21 09:00 AM,1526893200,8513.1,8516.0,8468.4,8475.6,2831684.29
148,2018-05-21 10:00 AM,1526896800,8475.6,8483.8,8432.5,8468.4,5544414.73
149,2018-05-21 11:00 AM,1526900400,8468.4,8486.5,8440.0,8483.6,2628818.44
150,2018-05-21 12:00 PM,1526904000,8483.6,8503.2,8466.6,8495.8,3442683.24
151,2018-05-21 01:00 PM,1526907600,8495.8,8510.8,8479.4,8492.1,4854378.4
152,2018-05-21 02:00 PM,1526911200,8492.1,8492.2,8343.3,8409.8,18937125.5
153,2018-05-21 03:00 PM,1526914800,8409.8,8421.4,8377.0,8409.7,8134435.71
154,2018-05-21 04:00 PM,1526918400,8409.7,8409.7,8366.8,8394.6,4256611.03
155,2018-05-21 05:00 PM,1526922000,8394.6,8406.4,8377.0,8380.6,2076678.05
156,2018-05-21 06:00 PM,1526925600,8380.6,8380.7,8309.1,8343.7,6057524.99
157,2018-05-21 07:00 PM,1526929200,8343.7,8391.4,8343.7,8376.87,2218106.47
158,2018-05-21 08:00 PM,1526932800,8376.87,8443.1,8360.21,8406.45,4132533.12
159,2018-05-21 09:00 PM,1526936400,8406.45,8431.18,8364.6,8385.03,24482389.13
160,2018-05-21 10:00 PM,1526940000,8385.03,8395.0,8364.0,8395.0,1007305.8
161,2018-05-21 11:00 PM,1526943600,8395.0,8421.0,8376.11,8398.8,2121333.12
162,2018-05-22 12:00 AM,1526947200,8398.8,8408.28,8325.0,8361.9,5142931.84
163,2018-05-22 01:00 AM,1526950800,8361.9,8365.1,8253.0,8278.8,10417287.53
164,2018-05-22 02:00 AM,1526954400,8278.8,8313.0,8262.4,8288.3,4179932.81
165,2018-05-22 03:00 AM,1526958000,8288.3,8316.8,8273.5,8313.5,2166980.34
166,2018-05-22 04:00 AM,1526961600,8313.5,8319.0,8274.2,8280.4,1656817.73
167,2018-05-22 05:00 AM,1526965200,8280.4,8300.0,8276.0,8297.8,1210418.21
168,2018-05-22 06:00 AM,1526968800,8297.8,8354.6,8280.0,8318.0,6280893.84
169,2018-05-22 07:00 AM,1526972400,8318.0,8324.5,8290.0,8313.2,2924961.63
170,2018-05-22 08:00 AM,1526976000,8313.2,8313.2,8291.0,8291.0,3256222.92
171,2018-05-22 09:00 AM,1526979600,8291.0,8291.1,8216.0,8235.9,9404046.53
172,2018-05-22 10:00 AM,1526983200,8235.9,8268.9,8235.8,8265.13,3265484.85
173,2018-05-22 11:00 AM,1526986800,8265.13,8269.1,8194.6,8205.2,8761627.77
174,2018-05-22 12:00 PM,1526990400,8205.2,8215.87,8131.5,8170.3,17069692.03
175,2018-05-22 01:00 PM,1526994000,8170.3,8233.5,8170.2,8213.96,7336422.44
176,2018-05-22 02:00 PM,1526997600,8213.96,8250.1,8189.4,8225.0,4885423.12
177,2018-05-22 03:00 PM,1527001200,8225.0,8240.3,8207.0,8230.1,6138230.38
178,2018-05-22 04:00 PM,1527004800,8230.1,8246.6,8206.4,8217.7,4736103.43
179,2018-05-22 05:00 PM,1527008400,8217.7,8233.0,8192.6,8203.1,3950680.33
180,2018-05-22 06:00 PM,1527012000,8203.1,8221.4,8182.0,8213.9,4391248.65
181,2018-05-22 07:00 PM,1527015600,8213.9,8228.6,8160.0,8183.4,5073325.2
182,2018-05-22 08:00 PM,1527019200,8183.4,8196.8,8080.1,8108.4,12213175.1
183,2018-05-22 09:00 PM,1527022800,8108.4,8108.6,8041.1,8068.9,9687024.49
184,2018-05-22 10:00 PM,1527026400,8068.9,8102.9,7943.3,7968.8,22149450.48
185,2018-05-22 11:00 PM,1527030000,7968.8,8027.66,7968.8,7977.85,8845847.72
186,2018-05-23 12:00 AM,1527033600,7977.85,8020.0,7952.0,7955.0,6508199.92
187,2018-05-23 01:00 AM,1527037200,7955.0,7955.1,7840.3,7898.67,16083897.65
188,2018-05-23 02:00 AM,1527040800,7898.67,7920.5,7867.0,7897.2,3714283.6
189,2018-05-23 03:00 AM,1527044400,7897.2,7967.0,7889.6,7950.1,5127784.52
190,2018-05-23 04:00 AM,1527048000,7950.1,7950.1,7870.0,7890.0,9317052.44
191,2018-05-23 05:00 AM,1527051600,7890.0,7923.7,7885.13,7906.2,4812037.9
192,2018-05-23 06:00 AM,1527055200,7906.2,7949.4,7893.1,7942.2,3422480.97
193,2018-05-23 07:00 AM,1527058800,7942.2,7942.3,7784.89,7844.1,20465614.86
194,2018-05-23 08:00 AM,1527062400,7844.1,7875.2,7792.3,7845.5,11209632.31
195,2018-05-23 09:00 AM,1527066000,7845.5,7858.1,7800.0,7845.0,7776784.77
196,2018-05-23 10:00 AM,1527069600,7845.0,7896.4,7825.8,7839.9,9265376.88
197,2018-05-23 11:00 AM,1527073200,7839.9,7870.2,7794.9,7848.9,5794893.52
198,2018-05-23 12:00 PM,1527076800,7848.9,7925.0,7842.3,7905.9,6591597.2
199,2018-05-23 01:00 PM,1527080400,7905.9,7934.0,7875.1,7897.3,7194865.6
200,2018-05-23 02:00 PM,1527084000,7897.3,7898.8,7849.8,7877.4,9341499.18
201,2018-05-23 03:00 PM,1527087600,7877.4,7889.7,7661.0,7700.0,23679375.17
202,2018-05-23 04:00 PM,1527091200,7700.0,7700.1,7548.1,7605.4,42144843.55
203,2018-05-23 05:00 PM,1527094800,7605.4,7623.6,7441.8,7511.1,38711817.26
204,2018-05-23 06:00 PM,1527098400,7511.1,7551.6,7403.0,7489.1,23046091.85
205,2018-05-23 07:00 PM,1527102000,7489.1,7625.0,7489.1,7592.3,11600677.53
206,2018-05-23 08:00 PM,1527105600,7592.3,7645.9,7524.3,7586.8,14888548.93
207,2018-05-23 09:00 PM,1527109200,7586.8,7640.0,7565.6,7639.9,6094241.93
208,2018-05-23 10:00 PM,1527112800,7639.9,7639.9,7532.2,7543.5,8604604.87
209,2018-05-23 11:00 PM,1527116400,7543.5,7568.4,7461.4,7494.8,10685862.49
210,2018-05-24 12:00 AM,1527120000,7494.8,7607.0,7494.75,7571.8,5257438.01
211,2018-05-24 01:00 AM,1527123600,7571.8,7641.4,7562.9,7592.5,14664352.19
212,2018-05-24 02:00 AM,1527127200,7592.5,7605.0,7550.1,7564.4,3188242.46
213,2018-05-24 03:00 AM,1527130800,7564.4,7638.2,7555.1,7604.4,6301706.16
214,2018-05-24 04:00 AM,1527134400,7604.4,7718.9,7599.0,7716.3,13889172.39
215,2018-05-24 05:00 AM,1527138000,7716.3,7729.83,7654.3,7680.5,7480289.26
216,2018-05-24 06:00 AM,1527141600,7680.5,7685.0,7607.6,7639.9,6002617.46
217,2018-05-24 07:00 AM,1527145200,7639.9,7669.1,7520.0,7549.5,16903867.34
218,2018-05-24 08:00 AM,1527148800,7549.5,7556.4,7345.3,7389.4,35057708.11
219,2018-05-24 09:00 AM,1527152400,7389.4,7412.1,7260.0,7365.5,31973602.7
220,2018-05-24 10:00 AM,1527156000,7365.5,7399.9,7293.8,7335.0,12886201.81
221,2018-05-24 11:00 AM,1527159600,7335.0,7393.4,7335.0,7362.3,10102897.58
222,2018-05-24 12:00 PM,1527163200,7362.3,7531.57,7270.0,7494.6,32522692.9
223,2018-05-24 01:00 PM,1527166800,7494.6,7532.8,7467.8,7486.39,16802503.1
224,2018-05-24 02:00 PM,1527170400,7486.39,7549.8,7449.0,7502.0,12260896.7
225,2018-05-24 03:00 PM,1527174000,7502.0,7565.9,7487.0,7558.9,10443762.29
226,2018-05-24 04:00 PM,1527177600,7558.9,7558.9,7473.1,7508.0,9058736.48
227,2018-05-24 05:00 PM,1527181200,7508.0,7532.56,7442.2,7504.3,7279139.84
228,2018-05-24 06:00 PM,1527184800,7504.3,7590.3,7474.2,7575.58,8395194.49
229,2018-05-24 07:00 PM,1527188400,7575.58,7625.0,7544.2,7573.86,6595301.85
230,2018-05-24 08:00 PM,1527192000,7573.86,7573.86,7502.0,7538.28,5788166.81
231,2018-05-24 09:00 PM,1527195600,7538.28,7551.7,7465.0,7515.0,4148612.14
232,2018-05-24 10:00 PM,1527199200,7515.0,7586.0,7507.4,7574.71,4698107.89
233,2018-05-24 11:00 PM,1527202800,7574.71,7625.0,7537.0,7576.7,8139157.21
234,2018-05-25 12:00 AM,1527206400,7576.7,7576.7,7523.2,7553.6,4486928.27
235,2018-05-25 01:00 AM,1527210000,7553.6,7560.1,7516.6,7554.0,11175403.38
236,2018-05-25 02:00 AM,1527213600,7554.0,7654.1,7547.1,7624.0,9043745.64
237,2018-05-25 03:00 AM,1527217200,7624.0,7626.8,7564.2,7592.4,3887367.62
238,2018-05-25 04:00 AM,1527220800,7592.4,7612.1,7566.5,7580.1,3304575.28
239,2018-05-25 05:00 AM,1527224400,7580.1,7634.33,7580.0,7618.6,3039465.14
240,2018-05-25 06:00 AM,1527228000,7618.6,7649.0,7461.05,7487.4,13734289.68
241,2018-05-25 07:00 AM,1527231600,7487.4,7499.3,7365.0,7418.1,18239227.98
242,2018-05-25 08:00 AM,1527235200,7418.1,7447.9,7379.7,7446.8,12492663.07
243,2018-05-25 09:00 AM,1527238800,7446.8,7446.8,7386.2,7399.5,5435033.35
244,2018-05-25 10:00 AM,1527242400,7399.5,7465.4,7318.2,7357.3,10871359.78
245,2018-05-25 11:00 AM,1527246000,7357.3,7486.2,7323.47,7453.1,14917243.39
246,2018-05-25 12:00 PM,1527249600,7453.1,7530.0,7452.8,7501.4,9049650.6
247,2018-05-25 01:00 PM,1527253200,7501.4,7501.4,7458.7,7474.4,3658141.88
248,2018-05-25 02:00 PM,1527256800,7474.4,7518.0,7460.9,7460.9,4074227.44
249,2018-05-25 03:00 PM,1527260400,7460.9,7515.0,7426.4,7493.1,4907537.0
250,2018-05-25 04:00 PM,1527264000,7493.1,7499.3,7453.3,7467.6,5873707.95
251,2018-05-25 05:00 PM,1527267600,7467.6,7474.0,7400.0,7424.1,22771698.21
252,2018-05-25 06:00 PM,1527271200,7424.1,7438.5,7390.0,7424.6,9048181.35
253,2018-05-25 07:00 PM,1527274800,7424.6,7430.0,7360.9,7418.5,6299531.28
254,2018-05-25 08:00 PM,1527278400,7418.5,7448.0,7392.8,7444.0,3932256.45
255,2018-05-25 09:00 PM,1527282000,7444.0,7444.0,7407.0,7439.2,2197694.6
256,2018-05-25 10:00 PM,1527285600,7439.2,7440.1,7350.1,7385.9,4224509.24
257,2018-05-25 11:00 PM,1527289200,7385.9,7494.8,7368.3,7456.7,6111490.16
258,2018-05-26 12:00 AM,1527292800,7456.7,7457.0,7414.9,7441.1,2208995.63
259,2018-05-26 01:00 AM,1527296400,7441.1,7467.3,7416.8,7440.5,2151518.71
260,2018-05-26 02:00 AM,1527300000,7440.5,7448.9,7410.6,7420.0,1060098.34
261,2018-05-26 03:00 AM,1527303600,7420.0,7435.0,7416.4,7432.4,989243.68
262,2018-05-26 04:00 AM,1527307200,7432.4,7435.0,7371.3,7380.0,3128328.11
263,2018-05-26 05:00 AM,1527310800,7380.0,7439.5,7368.7,7433.1,3843019.27
264,2018-05-26 06:00 AM,1527314400,7433.1,7444.7,7405.2,7421.1,2457021.92
265,2018-05-26 07:00 AM,1527318000,7421.1,7624.1,7413.7,7550.0,20022015.13
266,2018-05-26 08:00 AM,1527321600,7550.0,7565.7,7521.4,7537.8,2911395.96
267,2018-05-26 09:00 AM,1527325200,7537.8,7560.0,7532.0,7542.6,1688938.81
268,2018-05-26 10:00 AM,1527328800,7542.6,7549.7,7513.0,7532.0,2912290.37
269,2018-05-26 11:00 AM,1527332400,7532.0,7547.8,7523.1,7523.1,1086520.25
270,2018-05-26 12:00 PM,1527336000,7523.1,7541.6,7480.3,7522.3,6238354.56
271,2018-05-26 01:00 PM,1527339600,7522.3,7561.3,7503.1,7534.1,2715302.22
272,2018-05-26 02:00 PM,1527343200,7534.1,7550.0,7517.0,7521.2,2347865.95
273,2018-05-26 03:00 PM,1527346800,7521.2,7553.4,7520.3,7536.1,2479634.15
274,2018-05-26 04:00 PM,1527350400,7536.1,7543.0,7509.7,7523.8,2714086.15
275,2018-05-26 05:00 PM,1527354000,7523.8,7565.1,7523.8,7544.9,3272430.14
276,2018-05-26 06:00 PM,1527357600,7544.9,7556.8,7526.3,7550.4,2477415.43
277,2018-05-26 07:00 PM,1527361200,7550.4,7553.8,7505.1,7528.0,3088611.06
278,2018-05-26 08:00 PM,1527364800,7528.0,7536.8,7519.8,7524.9,822695.0
279,2018-05-26 09:00 PM,1527368400,7524.9,7609.5,7443.6,7464.7,9718115.32
280,2018-05-26 10:00 PM,1527372000,7464.7,7467.0,7281.0,7316.0,16525529.47
281,2018-05-26 11:00 PM,1527375600,7316.0,7356.0,7295.5,7327.7,5823829.25
282,2018-05-27 12:00 AM,1527379200,7327.7,7330.8,7220.0,7255.0,12745960.59
283,2018-05-27 01:00 AM,1527382800,7255.0,7303.1,7245.0,7265.8,4806812.45
284,2018-05-27 02:00 AM,1527386400,7265.8,7327.3,7264.4,7298.2,3804396.43
285,2018-05-27 03:00 AM,1527390000,7298.2,7300.0,7266.0,7295.0,3513579.42
286,2018-05-27 04:00 AM,1527393600,7295.0,7312.1,7280.0,7302.8,2172915.55
287,2018-05-27 05:00 AM,1527397200,7302.8,7303.0,7252.1,7276.0,3193980.11
288,2018-05-27 06:00 AM,1527400800,7276.0,7300.1,7270.0,7286.6,3806815.21
289,2018-05-27 07:00 AM,1527404400,7286.6,7345.0,7268.5,7311.2,5463582.19
290,2018-05-27 08:00 AM,1527408000,7311.2,7327.1,7211.1,7288.0,19633220.15
291,2018-05-27 09:00 AM,1527411600,7288.0,7324.7,7287.1,7314.5,3490627.22
292,2018-05-27 10:00 AM,1527415200,7314.5,7387.7,7310.75,7324.9,8448245.25
293,2018-05-27 11:00 AM,1527418800,7324.9,7342.6,7284.7,7333.1,2567964.71
294,2018-05-27 12:00 PM,1527422400,7333.1,7333.1,7288.0,7301.5,2310869.28
295,2018-05-27 01:00 PM,1527426000,7301.5,7305.73,7270.5,7296.3,2479655.53
296,2018-05-27 02:00 PM,1527429600,7296.3,7355.0,7277.1,7337.6,4213265.91
